	RVIS	missense-Z	pLi	Phi	LofTool	s_het	Blomen KBM7	Wang KBM7	Wang K562	Wang Jiyoye	Wang Raji	Hart HCT116	Hart HeLa	Hart GBM	Hart RPE1	Hart DLD1	Dickinson_EG
ENSG00000105954	14.04734655	-0.786709852	0.002640283	5.71E-07		0.005124012	-0.528905289	-0.126	-0.312	-0.136	-0.386	-36.069	-21.573	-3.658	-11.17	-5.661	
ENSG00000120742	43.24438287	1.394442245	0.211802393	0.102145406604701	0.423	0.027445072		-0.036	-0.308	-0.04	-0.084	-3.467	-8.561	-4.564	-18.147	-8.102	1
ENSG00000107968	84.68164568	2.004992329	0.870951295	0.950049993437648	0.766	0.071528211	-0.500796178	-0.028	0.515	-0.346	0.328	-147.06	-43.16	-25.699	-44.589	-18.569	0
ENSG00000106415	84.51900488	0.732434084	0.24528208	0.556893573658496	0.813	0.077905022	-0.550466497	0.22	-0.088	-0.269	-0.206	-151.631	-82.062	-3.852	-52.758	-20.035	
ENSG00000145777	77.59171134	0.253519103	0.044788174	0.127720267696475	0.627	0.009708472	-0.528619529	-0.067	-0.32	-0.145	-0.348	-1.033	-20.155	-17.062	-38.105	-15.539	0
ENSG00000069966	73.26064695	1.298701443	0.001442929	1.68E-06	0.209999999999999	0.006944507	-0.504610226	-0.086	0.085	-0.087	-0.062	-144.97	-74.509	-36.439	-42.185	-15.82	1
ENSG00000100483	44.95512319	-2.235644931	2.62E-08	2.84E-08		0.00276542	-0.484	-0.144	0.121	-0.103	0.092	-28.009	6.654	-3.184	-0.103	-15.098	0
ENSG00000185069	1.42762483999999	-1.327645689	6.27E-07	2.39E-08	0.829		-0.5	0.179	1.242	-0.095	0.227	-64.905	-11.308	-9.978	-27.13	-15.218	0
ENSG00000074755	99.361484248	0.554270545	0.999923091	0.999999873974898	0.449999999999999	0.048086409	-0.507378777	0.125	-0.064	-0.201	-0.14	-64.731	-33.283	-14.253	-48.636	-19.092	0
ENSG00000146376	66.98391663	-0.165688884	2.46E-06	6.47E-08	0.133	0.016243279	-0.486425823	-0.204	0.026	-0.211	-0.142	-97.034	-81.595	-21.265	-23.016	-22.353	1
ENSG00000169490	51.91253539	0.196895482	0.071028872	0.001245910558036	0.698	0.019524427	-0.424157303	0.145	0.781	0.154	0.215	-81.8	-18.138	-36.252	-26.025	-11.782	
ENSG00000248592	48.65971929	1.799997133	0.684628072	0.003122562879712		0.032538126		0.022	-0.097	-0.245	0.105						
ENSG00000005981	26.98632612	-0.967997731	0.011019713	2.19E-07	0.109999999999999	0.013602178	-0.456621005	-0.016	0.033	-0.123	-0.098	-95.506	-69.345	-21.136	-47.147	-16.25	
ENSG00000180730	15.4629239199999	0.44984373	0.404087524	0.078351467177395		0.261168552	-0.564102564	-0.2	-0.167	-0.517	-0.271	-85.47	-42.278	-32.872	-26.24	-23.333	1
ENSG00000184363	3.06608036	-1.160520346	0.194350415	0.008392078658555		0.006361052	-0.496240602	-0.029	-0.025	0.062	0.308	-103.298	-72.392	-12.273	-31.197	-16.442	0
ENSG00000113302	34.50996928	0.723709604	2.23E-04	2.44E-04	0.31	0.013156926	-0.5	-0.137	0.27	0.058	0.122	-29.363	-26.812	-0.394	-7.019	-10.316	0
ENSG00000185689	9.42714293999999	-0.553055039	0.092248285	0.001587535462418	0.227999999999999	0.011332554	-0.493975904	-0.302	-0.322	0.09	-0.298	1.039	7.499	-22.984	1.031	-11.196	
ENSG00000183145	15.4508764499999	-0.573183022	2.12E-06	2.21E-07		0.001125114	-0.504175365	-0.182	0.038	-0.351	-0.312						1
ENSG00000188784	22.0287934499999	0.264170852	3.43E-04	0.062465875068166	0.36	0.002414609	-0.7	-0.288	0.292	0.01	-0.04	-52.402	-47.484	-28.92	-47.1	-17.782	0
ENSG00000144224	74.98945847	1.022514441	0.974205695	0.631164517746085	0.656	0.084346778	-0.508243728	0.194	-0.044	-0.362	-0.1	-53.998	-34.543	-4.8	-34.207	-14.377	
ENSG00000010292	58.82778146	0.304799261	5.93E-08	5.00E-09	0.228999999999999	0.005526203	-0.116026711	2.203	2.432	2.421	1.077	89.956	47.404	17.571	29.109	15.902	
ENSG00000166851	68.90548762	3.475229133	0.994120613	0.975831866428193	0.785	0.275125696	-0.097744361	2.731	2.97	3.149	2.482	327.51	180.194	52.608	56.358	39.56	1
ENSG00000137880	59.1229444	0.590712588	0.041896885	0.13133523038357	0.572	0.01341071	-0.504666188	0.185	0.354	0.27	-0.059	-41.384	-6.784	-13.696	-5.624	-4.245	
ENSG00000156384	19.11933016	-1.364762358	2.23E-04	3.57E-04		0.004133402	-0.483779972	0.665	0.352	0.101	-0.101	-2.409	3.598	-4.212	-3.785	-3.606	
ENSG00000149050	13.49316306	-1.933977305	2.50E-14	2.95E-24	0.222999999999999	0.002733141	-0.569620253	0.009	0.045	-0.016	0.141	-39.264	-25.096	-16.79	-31.98	-9.412	
ENSG00000146070	3.3070297	-3.061644956	8.02E-11	1.11E-09	0		-0.45	-0.166	0.067	-0.117	-0.405	-36.325	-14.848	-5.797	-14.108	-7.53	
ENSG00000107175	25.3538943399999	-0.232337137	8.87E-07	2.48E-09	0.388	0.004357928	-0.524590164	0.72	0.084	0.022	0.012	-38.279	-49.832	5.054	-56.336	-14.953	1
ENSG00000159399	62.20107222	2.185508103	0.020932844	0.994329354206998	0.9172	0.024243108	-0.369098712	0.758	1.171	3.028	0.804	-26.919	2.646	-10.698	-18.52	17.226	1
ENSG00000163138	24.02264924	-0.523793965	9.14E-08	4.79E-05	0.609	0.001167724	-0.533957845	-0.161	-0.672	-0.277	-0.433	-16.167	12.002	-8.354	-8.03	0.21	
ENSG00000279961	1.84326244999999	-1.394959251	2.19E-05	2.66E-09	0.16	0.006349886						-77.592	-51.236	-18.158	-15.98	-10.848	
ENSG00000198689	93.343195266	3.898647652	0.975667934			0.331744021	-0.503025065	-0.093	-0.567	-0.082	-0.044	-119.475	-72.983	-24.774	-8.031	-14.779	0
ENSG00000119906	86.2658876	-0.123183921	0.016447397	0.004626103430572	0.128	0.029516435	-0.366935484	0.716	0.415	0.156	0.409	43.961	46.849	-16.727	-42.524	-1.641	
ENSG00000041880	4.6924884	-1.073637454	1.49E-08	2.27E-14	0.053		-0.479215686	1.004	1.115	0.179	0.286	-26.109	-18.094	-7.919	-1.26	-8.299	
ENSG00000114670	30.35359316	-1.76473738	3.82E-17	3.65E-15	0.017	0.002654956	-0.556291391	0.02	-0.017	0.223	0.194	-99.386	-74.476	-30.875	-51.464	-24.144	0
ENSG00000155093	8.33082344	0.395370954	0.016557153	0.006400151644059	0.27	0.02169506	-0.485170153	0.005	-0.203	-0.45	-0.134	-87.043	-63.248	-21.854	-1.068	-13.258	0
ENSG00000156564	89.36811035	1.48876705	0.117460637	0.287175861953462	0.701	0.033710027	-0.533333333	-0.144	0.725	-0.424	0.059	-124.71	-89.095	-36.266	-58.923	-18.412	0
ENSG00000127824	88.64526233	3.880033014	0.029637936	0.224575654927546	0.706	0.023147668	-0.463541667	0.179	0.124	-0.328	0.06	-83.16	-52.658	-17.939	-21.412	-13.078	
ENSG00000184985	68.85729775	0.645627158	0.002646288	0.580998539011741	0.307	0.029595811	-0.518032787	-0.059	-0.233	-0.223	-0.302	-126.632	-46.625	-25.658	-39.665	-11.451	0
ENSG00000188177	91.663152822	-0.46877116	0.938245509	0.010864177136285	0.481	0.078614357	-0.493415008	0.151	0.255	0.284	0.168	-38.68	-37.889	-13.615	-44.648	-21.866	
ENSG00000129451	43.98530209	0.053237508	4.41E-05	0.171984934462488	0.9051	9.49E-04	-0.565693431	0.118	0.533	-0.024	0.342	-117.037	-69.469	-14.052	-43.105	-19.395	
ENSG00000119636	9.18619359999999	-0.702546581	1.24E-04			0.010354749	-0.532942899	-0.014	0.271	0.045	-0.155	-22.648	-28.319	-16.104	-9.025	-9.09	
ENSG00000169951	15.2159508499999	0.276125903	3.07E-08	6.07E-10			-0.508994709	-0.007	0.232	-0.108	-0.034	-78.76	-64.338	-28.142	-40.092	-15.319	
ENSG00000167034	39.13017288	0.208224345	8.84E-04	5.50E-04		0.014579219	-0.567567568	0.371	0.795	0.305	0.64	-80.006	-53.284	-20.057	-52.495	-18.905	0
ENSG00000196156	3.35521957	-1.080409539	5.37E-04	1.64E-08	0.161	0.007745889		-0.125	-0.094	0.117	-0.061	-28.321	-14.314	-13.536	-20.615	-7.48	
ENSG00000101282	20.6071923399999	-0.814149788	4.13E-04	0.011763708625489	0.703	0.006738494	-0.564102564	-0.455	-0.429	-0.272	-0.259	-92.341	-57.245	-34.292	-45.141	-20.696	
ENSG00000132819	34.68465755	1.372867975	0.859282996	0.884585715688342		0.252521558	-0.60326087	-0.168	-0.186	-0.191	0.016	-98.732	39.03	-17.722	-15.577	-13.178	0
ENSG00000196581	22.48057346	1.499091429	0.977592767	0.99667978404606		0.210267637	-0.384615385	0.054	0.131	-0.196	-0.066	-148.473	-64.259	-22.481	15.067	-13.278	0
ENSG00000178057	69.97168845	1.380040272	4.86E-05	2.45E-09	0.596	0.013374215	-0.486008837	2.006	0.42	1.17	0.675	125.606	-43.783	49.418	-22.826	-4.622	
ENSG00000096060	59.14703933	0.857731811	0.498849477	0.009882357243759	0.9178	0.066047315	-0.507673165	-0.077	-0.103	-0.086	-0.009	-33.795	-65.507	-5.859	-34.701	-7.178	1
ENSG00000167384	23.99253057	-1.30726927	7.36E-06	2.14E-26	0.103999999999999	0.007034206	-0.48048048	-0.047	-0.19	-0.223	-0.041	-105.163	-73.127	-19.064	-35.045	-7.813	
ENSG00000177683	59.73736522	-0.447999239	0.002792035	1.79E-08	0.619		-0.489711934	-0.252	-0.049	-0.112	-0.152						
ENSG00000150457	69.84519005	3.719572084	0.869216004	0.999610622047788	0.74	0.058631082	-0.5984	-0.186	0.044	0.09	-0.066	-147.407	-110.198	-31.535	-62.776	-19.802	1
ENSG00000163902	76.02554063	0.872898633	0.664450734	0.90542737876372	0.899	0.050543045	-0.071225071	2.02	2.731	2.033	1.742	168.84	101.483	73.229	79.451	39.017	
ENSG00000105613	98.710921029	7.636339131	0.999999024		0.88	0.132926918	-0.555442523	0.14	0.409	-0.108	0.434	7.42	-13.238	-17.003	-34.162	-4.806	
ENSG00000063180	63.75519547	2.371641568	0.976097038	0.97157651106444	0.736	0.122285883	-0.503822099	0.115	0.068	-0.2	0.102	-79.034	-44.905	-20.59	-14.945	-9.94	
ENSG00000177191	39.24462382	-0.180155285	3.49E-07	3.70E-10	0.328999999999999	0.0075497	-0.4375	0.702	0.477	0.394	0.711	-77.706	-48.229	-24.971	-30.529	-17.841	
ENSG00000141027	99.349436781	3.414787096	0.999999999	1	0.532999999999999	0.015937364	-0.636530324	0.479	0.979	0.078	0.783	-68.187	-62.742	-34.296	-17.012	-17.998	1
ENSG00000110852	32.35949642	-0.08904331	0.002731955	0.005149765337866	0.247	0.010580525	-0.499963184	0.112	-0.106	-0.137	-0.152						
ENSG00000133316	44.11180049	1.548032566	2.46E-08	1.33E-08	0.352	0.004640098	-0.125890736	3.04	3.552	2.927	1.85	237.286	120.651	71.079	86.035	25.824	
ENSG00000101255	7.46942955	0.039641945	2.12E-10	7.70E-15	0.044	0.003852771	-0.512081784	-0.164	0.374	-0.156	0.054	-91.598	-65.56	-23.934	-37.198	-12.971	0
ENSG00000171587	99.813264261	4.351930683	1	0.999999999999976	0.9182	0.285814245	-0.484693878	-0.031	-0.174	-0.112	0.063	-138.875	-78.804	-34.019	-32.359	-21.184	1
ENSG00000116194	57.9543401	-0.677251271	1.53E-08	5.06E-13	0.341999999999999	0.0081352		-0.235	0.064	-0.066	-0.022	-117.004	-53.227	-38.569	-43.265	-17.078	0
ENSG00000203933	26.18343195	-0.461620965	0.018393036		0.329999999999999	0.011825562	-0.375	-0.194	-0.617	-0.079	-0.294	-75.37	-51.167	-19.064	-36.587	-16.38	
ENSG00000234906	15.38461538	0.068077637	0.022796132	5.90E-05	0.536	0.006614921		-0.022	0.305	-0.118	0.062						
ENSG00000243943	89.51267996	2.106898728	0.949146986	0.999735953397381	0.84	0.064394264	-0.495873453	-0.028	0.222	-0.274	0.009	-69.722	-29.892	-19.168	-4.067	-11.731	
ENSG00000164638	44.4551533	-0.2274192	0.001147488	2.24E-04	0.434	0.01912183	-0.620689655	-0.001	0.495	0.031	0.537	-62.734	-64.311	-3.052	-28.902	-11.964	0
ENSG00000134909	96.572495633	1.138270924	0.98708852	0.999994048508837	0.625	0.049290891	-0.509960159	0.274	0.402	-0.039	0.219	-120.618	-73.776	-18.67	-15.993	-11.917	0
ENSG00000146151	56.01469791	-1.600354832	8.77E-07	2.32E-09	0.673	0.001712342	-0.45890411	-0.219	-0.29	-0.395	-0.291	-126.725	-40.457	-15.722	-42.962	-8.001	
ENSG00000109906	89.97650744	3.919381666	0.980087306	0.998070710365764	0.885	0.139974001	-0.508591065	0.097	0.593	-0.08	0.136	-134.015	-65.667	-22.534	-25.636	-17.265	0
ENSG00000173714	87.16944762	0.03808872	0.025878488	3.22E-04	0.762	0.017599974	-0.458333333	0.127	0.258	0.108	0.039	-41.328	-39.452	-31.46	-28.201	-15.942	0
ENSG00000111602	80.92283597	-0.610442618	1.04E-25	1.43E-22	0.008	0.010753151	-0.078787879	2.034	2.979	2.207	1.845	64.37	23.448	24.343	56.199	22.777	1
ENSG00000147873	20.79392808	-3.080065553	0.006836061	6.53E-04	0.315999999999999			0.019	-0.744	-0.222	-0.53						
ENSG00000167272	52.418529	1.1342471	1.28E-05	2.53E-04	0.581	0.00452904	-0.323529412	2.438	2.278	2.319	1.244	174.271	76.681	85.804	97.913	47.369	
ENSG00000065548	41.70833082	1.417466141	0.947515648	0.845006736731241	0.685	0.216401134	-0.38372093	-0.095	0.031	-0.194	-0.387	-68.784	-26.085	-7.689	-49.719	-14.623	
ENSG00000128536	19.3783507	-1.894212267	6.99E-13	9.34E-16	0.043	0.004276148	-0.50255102	0.159	0.575	-0.217	0.204	-132.775	-34.86	-9.663	-39.475	-14.464	
ENSG00000102003	38.90532544	1.075896809	0.611984997		0.9082	0.167735204	-0.528700906	-0.185	-0.186	-0.159	-0.371	-94.986	-47.224	-28.661	-16.611	-15.813	0
ENSG00000197915	0.048189870000002	1.249773117	5.01E-29					0.224	-0.075	-0.277	-0.141	-125.924	-79.817	-17.14	-15.403	-8.231	
ENSG00000051596	32.52213722						-0.5	1.752	2.782	2.034	0.724						
ENSG00000164188	31.22101078	-0.487549223	1.13E-10	8.21E-09	0.012	0.003513587	-0.497087379	-0.298	-0.421	-0.114	-0.347	-69.036	-42.41	-21.811	-17.756	-8.11	
ENSG00000161970	45.86470695	2.130319506	0.915888681	0.912133756336705		0.29277734	-0.059502664	2.112	4.32	3.023	2.073						
ENSG00000140279	0.439732550000002	-0.893283906	1.90E-37	1.39E-28	0.865			-0.002	0.061	-0.306	-0.112	-61.722	-4.403	-31.771	-17.51	-11.596	
ENSG00000198028	80.44093729	-1.421856475	7.36E-10	5.80E-16	0.063	0.002824108	-0.36	-0.301	-0.136	-0.064	-0.179	-106.513	-74.867	-24.791	-36.185	-4.453	
ENSG00000146809	6.86103246999999	-0.20550378	6.01E-08	1.82E-10	0.083			-0.041	-0.343	0.022	-0.128	-135.369	-95.015	-27.743	-24.712	-10.885	0
ENSG00000143845	49.73796759	0.589151472	0.007118854	0.404724490775598	0.657999999999999	0.017588841	-0.547945205	0.535	0.242	0.105	0.69	-122.971	-69.557	-17.57	-39.196	-20.205	0
ENSG00000273572	4.79489187	-1.954527208	1.31E-10	1.71E-16	0.188999999999999	0.005431925		-0.245	0.017	-0.22	0.155	-88.636	-82.157	-32.12	-23.44	-15.211	
ENSG00000165152	64.33949762	1.313647337	0.278461424	0.570656312534959		0.050460506	-0.285714286	0.052	-0.244	-0.226	-0.259	-111.023	-59.121	-35.389	-32.852	-18.27	
ENSG00000185122	84.61538462	0.539767315	0.586374295	0.029721391280862	0.9127	0.040887308	-0.437086093	1.522	0.38	0.132	-0.045	-35.077	29.754	-4.321	-14.027	9.38	1
ENSG00000138823	39.97951931	0.628189839	0.012583367	0.138144560571446	0.418	0.02682384	-0.484942085	-0.227	0.156	-0.207	0.024	-126.072	-42.35	-33.378	6.242	-14.532	1
ENSG00000196704	40.8951268	-0.509626703	1.55E-08	2.66E-09	0.005	0.001377209	-0.4875	-0.247	-0.173	-0.365	-0.465	-32.12	-29.471	8.095	0.259	-3.426	
ENSG00000188389	44.64188904	0.848498215	0.017954048	0.007391750243458	0.542	0.021246355	-0.472222222	0.749	0.022	0.589	0.638	-108.7	-84.327	-19.021	-17.855	-14.243	0
ENSG00000070526	29.55846033	-0.577538195	2.24E-11	4.44E-16	0.033	0.003800621	-0.513888889	-0.14	-0.035	-0.244	-0.08	-25.228	-7.6	-23.085	-41.71	-17.862	
ENSG00000173230	56.86404433	-1.087541971	4.23E-06		0.159	0.027449047	-0.516609393	0.288	-0.19	-0.049	0.107	-118.566	-55.892	-31.879	-50.75	-20.927	
ENSG00000133020	59.46027348	0.821702891	1.61E-34	3.39E-34	0.861		-0.333333333	0.094	-0.264	-0.004	0.16	-76.467	-81.173	-32.037	-39.253	-15.513	
ENSG00000104765	70.51382447	0.446998279	0.330817931	0.604109912698576	0.741	0.037683006	-0.610337972	-0.039	-0.13	-0.186	0.017	-104.191	-62.47	-38.203	-50.422	-22.735	0
ENSG00000198889	79.28994083	3.273717612	0.80516316			0.266558429		-0.121	-0.284	0.18	0.162	-112.335	-61.708	-16.375	-50.619	-16.452	
ENSG00000137040	88.71754714	-1.110223169	0.04174251	0.109036074468872	0.544999999999999	0.028033158		-0.282	-0.716	-0.434	-0.129	-49.228	-33.236	-25.134	-38.615	-21.314	
ENSG00000166589	85.3141377	-1.178531035	6.80E-13	4.24E-16	0.051	0.006078892	-0.380952381	0.239	0.372	0.022	0.121	-86.022	23.417	-7.84	-20.376	-12.355	
ENSG00000243477	23.4383470899999	0.113199103	0.402945153	0.002406856418966	0.729	0.026942268		-0.016	0.044	-0.281	-0.048	1.311	-14.484	6.811	-31.928	-11.285	
ENSG00000076770	59.76331361	0.935922076	0.833044766		0.871	0.047436062	-0.514326943	-0.151	-0.444	-0.252	-0.31	-114.211	-81.688	-26.596	-45.961	-21.902	
ENSG00000172717	76.66405638				0.225999999999999			-0.483	-0.09	-0.265	-0.342	-122.633	-60.375	-26.903	-37.3	-7.33	
ENSG00000187474	61.96614662	0.604485497	0.113913458	0.001287502801628	0.457999999999999	0.033128768	-0.465116279	-0.044	-0.267	-0.195	-0.009	-60.065	-48.585	-19.533	-33.434	-12.72	0
ENSG00000182175	55.25570749	0.402250198	0.010575529	0.979491679289384	0.956		-0.499515034	-0.102	0.177	0.048	0.289	-98.037	-18.02	-15.463	-40.624	-14.35	1
ENSG00000163257	51.87036925	-0.338936654	0.00409866	1.21E-05	0.431	0.266382889	-0.493197279	0.19	-0.297	0.099	0.211	-44.298	-24.467	-6.233	-8.763	1.091	
ENSG00000149743	27.18510933	0.281571937	0.008675849	7.02E-05	0.06	0.007731906	-0.513784461	0.369	0.734	0.129	0.015	-89.739	-35.284	-7.249	-3.964	-2.472	
ENSG00000204316	6.55382206	0.072394824	4.09E-06	3.75E-07	0.346		-0.304672897	2.015	2.473	1.834	1.491	111.936	71.69	25.612	-39.338	21.076	
ENSG00000133466	20.09517499	0.246260341	0.023789385	0.012155147196637	0.591	0.017208461	-0.565217391	0.205	0.239	0.374	0.81	-129.184	-62.554	-30.801	-58.622	-23.477	
ENSG00000049283	2.3191374	0.011103684	1.33E-09	1.12E-10	0.184	0.006582127	-0.383647799	0.647	0.514	0.133	0.655	-67.227	-56.509	-12.147	2.692	-15.227	0
ENSG00000100146	84.86838142	3.313594664	0.913097851	0.996818220215025		0.276979149	-0.492537313	0.076	0.247	0.348	0.423	-24.548	-81.947	-27.14	-14.569	-7.798	1
ENSG00000100714	94.349737968	1.693004448	0.605609114	2.50E-04	0.209999999999999	0.020924738	-0.285714286	2.309	3.672	0.649	0.823	59.876	25.561	-21.833	-33.342	16.352	1
ENSG00000147257	55.17751479	0.980788445	0.987985909			0.239463129	-0.478581796	-0.515	-0.561	-0.256	-0.26	-126.472	-75.877	-25.869	-52.835	-19.727	1
ENSG00000146282	46.62369737	-0.481682419	3.49E-06	2.30E-14	0.121	0.012479382	-0.265221878	1.583	2.619	1.502	2.004	175.386	-5.974	24.746	-13.627	27.265	1
ENSG00000196503	24.4804529799999	-0.346033505	0.397380994	0.065916237219912		0.023257295		-0.246	-0.608	0.011	-0.295	-50.82	-27.223	-19.276	-25.708	-4.889	0
ENSG00000127529	23.75158123	-0.757697158	0.042449032	1.79E-06	0.255	0.019379223						-30.388	-17.568	-15.882	-24.717	-8.657	
ENSG00000100565	8.51153544999999	-1.475697127	2.18E-07	1.55E-09	0.094	0.002819716	-0.5	0.428	-0.001	0.689	0.342	-23.285	-60.87	-1.59	8.671	-14.993	
ENSG00000275722	36.02192639	0.340595198	7.45E-05	0.002372335829012	0.305	0.007811372		-0.155	-0.275	0.316	0.24	-15.403	-65.126	-4.14	18.983	-9.601	
ENSG00000162148	4.48768146	-0.426653417	2.68E-07	1.06E-14		0.002417694	-0.375	-0.072	-0.003	-0.392	-0.101	-88.585	-51.544	-21.931	-8.763	-6.155	0
ENSG00000008382	18.4205770699999	0.18732319	0.015724967	7.08E-04	0.774	0.018049785	-0.586864407	0.577	0.826	0.134	0.314	-72.251	-76.517	-21.254	1.622	-19.183	
ENSG00000141456	56.53876273	-0.639026651	0.999794752	0.999463775169817		0.361565173		2.285	3.839	2.085	1.685	95.396	4.651	-23.841	74.542	9.974	
ENSG00000173531	21.26377929	2.448851451	1.73E-10		0.852		-0.520912548	0.469	0.576	0.35	0.577						0
ENSG00000172171	55.56894163	0.102435566	0.043302606	4.30E-06		0.055329227	-0.371381307	1.934	1.675	1.683	0.823	133.911	61.476	28.822	-17.385	19.169	
ENSG00000079313	11.2523342	-1.018298234	0.567927564	0.793513522590868	0.703	0.044209635	-0.5	0.585	1.333	0.68	0.143	-38.545	-44.369	-21.448	39.704	14.65	
ENSG00000145882	54.93644961	0.117074756	1.27E-05	2.86E-06	0.362	0.011256371	-0.583148559	-0.022	0.022	-0.028	-0.13	-128.445	-56.59	-24.655	-27.174	-19.076	
ENSG00000140612	68.68260948	1.625272437	0.173327555	0.363010893032776	0.563	0.032809435	-0.472134262	0.393	0.17	-0.118	-0.238	-39.133	-40.243	-4.558	-10.395	-3.05	
ENSG00000163617	1.75893017999999	0.388776107	3.29E-23	2.58E-30			-0.496087637	0.068	-0.513	-0.111	-0.087	-29.183	-35.612	-6.971	-15.79	-8.758	
ENSG00000115239	43.46123727	-1.086030856	0.247642059		0.246	0.040266889		-0.311	-0.275	-0.207	-0.135	-70.339	-32.34	-32.074	-29.755	-16.094	
ENSG00000067560	53.41244503	3.702152596	0.804697934	0.784751394023338		0.203118415	-0.306079665	1.672	1.322	2.184	1.271	-0.165	48.673	-27.674	52.31	1.653	
ENSG00000176236	28.5223781699999	-0.943812875	0.03567499	0.071693692731074	0.652	0.015980688	-0.606557377	-0.084	-0.186	-0.296	-0.187	-9.1	-5.745	-4.493	-3.379	-3.84	
ENSG00000176809	2.62032408						-0.464285714	0.335	0.671	0.751	0.167						
ENSG00000164494	64.8033251	0.802479265	1.90E-05	0.023095776233835	0.258	0.005190247	-0.448923939	1.457	-0.007	0.601	0.232	137.028	-7.419	-0.938	-7.299	-3.651	1
ENSG00000173826	16.5351484899999	9.48E-04	3.94E-17	6.40E-23	0.9716	0.002160636	-0.492307692	0.379	0.332	0.098	0.239	-66.591	-56.111	-16.287	-49.846	-17.118	0
ENSG00000072201	50.14155774	-1.21188631	0.007243627	9.03E-11	0.173	0.022597079	-0.534090909	0.018	-0.093	-0.048	-0.258	-80.741	-34.139	-22.697	-40.557	-14.068	0
